id,english,ipa,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
5372,anthroposophy,,Antroposofia,C1,noun,,,"The philosopher's work explored the intersection of spirituality and modern science, heavily influenced by anthroposophy.","O trabalho do filósofo explorou a interseção entre espiritualidade e ciência moderna, profundamente influenciado pela antroposofia.",
5374,anabiosis,,anabiose,C1,noun,,,"Biologists have long been fascinated by the process of anabiosis, which allows certain organisms to survive in extreme environments.","Biólogos têm sido fascinados pela anabioses, que permite aos certos organismos sobreviver em ambientes extremos.",
5375,angiology,,Angiologia.,C1,,,,The medical student was required to attend a seminar on angiology as part of her physiology course.,O estudante de medicina era obrigado a participar de um seminário sobre angiologia como parte do seu curso de fisiologia.,
5376,anechoic,,Anecoico,C1,adjective,,,"The soundproofing materials used in the recording studio were designed to make it anechoic, allowing for perfect acoustics without any echoes.","Os materiais de isolamento sonoro usados no estúdio de gravação foram projetados para criar um ambiente anecoico, garantindo perfeitas acústicas sem eco algum.",
5377,antitype,,antÃ­tipo,C1,noun,,,The designer struggled to find a suitable antitype for the product that perfectly embodied the brand's essence.,O designer lutou para encontrar um antítipo adequado para o produto que perfeitamente representava a essência da marca.,
5378,anthropological,,antropolÃ³gico,C1,adjective,,,The museum's anthropological collection of artifacts from diverse cultures was a highlight of the exhibition.,A coleta antropológica do museu de artefactos de diversas culturas foi destaque da exposição.,
5379,antiquary,,AntiquÃ¡rio,C1,noun,,,The local historian was a renowned antiquary who spent years researching and documenting the town's forgotten history.,O historiador local era um renomado antiquário que passou anos investigando e documentando a história esquecida da cidade.,
5380,anomalously,,anormalmente,C1,,,,The medical team was surprised to find that the patient's symptoms were developing anomalously despite their extensive medical history.,"A equipe médica ficou surpresa ao descobrir que os sintomas do paciente estavam se desenvolvendo de forma anormal, apesar de sua extensa história médica.",
5381,anthelion,,antÃ©lio,C1,noun,,,Um fraco halo branco raramente visto no cÃ©u oposto ao sol no cÃ­rculo parÃ©lico.,Um fraco halo branco raramente visto no céu oposto ao sol no círculo paralélico.,
5382,anacreontic,,anacreÃ´nticos,C1,noun,,,The poet's anacreontic verse was admired by the entire university for its clever wordplay and wit.,O poeta foi amplamente admirado na universidade por seu verso anacreônico brilhante e astuto.,
5384,anorectic,,AnorexÃ­geno,C1,noun,,,The anorectic properties of certain medications can lead to significant weight gain as a side effect.,O aumento de peso significativo pode ser um efeito colateral das propriedades anorecticas de alguns medicamentos.,
5385,approx,,aprox.,C1,adjective,,,The photographer aimed to get an approx perfect shot of the sunset from the beach.,O fotógrafo buscou capturar uma imagem perfeita do pôr do sol à beira-mar.,
5387,anomalistic,,anomalÃ­stico,C1,adjective,,,The unusual occurrence in the data set was deemed anomalistic by the statisticians.,O evento inusitado na base de dados foi considerado anormalista pelos estatísticos.,
5389,anachronic,,anacrÃ´nico,C1,adjective,,,The use of old-fashioned clothing at a modern music festival was an anachronic choice that drew more attention than intended to the artist's retro aesthetic.,O uso de roupas antigas em um festival de música contemporâneo foi uma escolha anacronística que chama mais atenção do que pretendido ao estilo retro do artista.,
5390,analphabetic,,analfabÃ©tico,C1,noun,,,The school's efforts to teach children with analfabetico backgrounds had to take into account that many of them were analphabetic and needed extra help.,A escola precisou considerar que muitos alunos eram analfabetas e necessitavam de ajuda adicional.,
5391,anorgasmia,,Anorgasmia.,C1,noun,,,The gynecologist noticed a pattern of anorgasmia among her patients who had recently started hormone replacement therapy.,O ginecologista observou um padrão de anorgasmia entre seus pacientes que haviam iniciado recentemente a terapia de substituição hormonal.,
5393,applesauce,,Molho de MaÃ§Ã£,C1,noun,,,My toddler loves eating applesauce as a snack before bed.,Minha criança pequena adora comer molho de maçã como lanche antes de dormir.,
5394,anapestic,,Anapesto,C1,,,,The poet's use of anapestic meter created a sense of lively energy that perfectly complemented her whimsical lyrics.,A utilização do metro anapestico pelo poeta criou um senso de energia viva que perfeitamente complementava suas letras iradas.,
5395,anarchistic,,Anarquismo,C1,,,,"The artist's style was often described as anarchistic, reflecting her rejection of mainstream culture and embrace of alternative lifestyles.","O estilo do artista era frequentemente descrito como anarquista, refletindo sua rejeição à cultura mainstream e seu empenho com vidas alternativas.",
5396,anfractuosity,,anfractuosidade,C1,,,,The steep cliffs along the coast displayed an impressive example of geological anfractuosity.,Os altos penhascos ao longo da costa mostram um exemplo impressionante de anfractuosidade geológica.,
5398,anoestrus,,ANESTRO,C1,,,,"The veterinarian diagnosed her mares with anoestrus, indicating that they would remain infertile for at least six months due to their stress and inadequate nutrition.","A veterinária diagnosticou sua cria com anoestrus, indicando que ficariam estéreis por pelo menos seis meses devido ao estresse e à nutrição inadequada.",
5399,anthropophagus,,antropofago,C1,noun,,,"The professor was hesitant to open the ancient, leather-bound book due to its association with Anthropophagus, a 19th-century German serial killer known for cannibalism.","O professor hesitava em abrir o antigo livro de couro unido, devido à sua ligação com Anthropophagus, um assassino em série alemão do século XIX notório por práticas canibálicas.",
5400,anarthria,,Anartria,C1,,,,The linguist's attention was drawn to a fascinating case of anarthria in the speech patterns of her rural dialect speaker.,A atenção do linguista foi para um caso fascinante de anarthria nas padrões de fala do falante da sua dialetologia rural.,
5401,anatto,,anato,C1,noun,,,The food industry uses anatto as a natural dye to color soy sauce and other products.,A indústria alimentar usa anato como corante natural para colorir molho de soja e outros produtos.,
5402,anagogical,,anagÃ³gico,C1,,,,"The psychologist's approach to interpreting dreams was anagogical, offering a unique perspective on the subconscious mind.","O enfoque do psicólogo na interpretação dos sonhos era anagogical, oferecendo uma perspectiva única sobre o pensamento consciente subjetivo.",
5403,analogically,,analogicamente,C1,,,,"The historian explained her research on ancient civilizations analogically, drawing parallels between their societal structures and modern-day urban planning.","A historiadora explicou seu trabalho sobre civilizações antigas de forma análoga, destacando semelhanças entre suas estruturas sociais e planejamento urbano contemporâneo.",
5405,anarthrous,,anartro,C1,,,,The paleontologist studied the anarthrous dinosaur fossil to understand its unique characteristics and evolutionary history.,O paleontólogo estudou o fóssil do dinossauro anartrônio para entender suas características únicas e sua história evolutiva.,
5406,antics,,palhaÃ§adas,C1,noun,,,The children's playful antics entertained their grandparents during the family reunion.,Os filhos causaram festa aos avós durante a reunião da família.,
5407,apparatuses,,aparelhos,C1,noun,,,The museum's collection of scientific equipment and apparatuses was carefully displayed to showcase its historical significance.,A coleção do museu de equipamentos e aparelhos científicos foi cuidadosamente exibida para destacar sua importância histórica.,
5408,apparency,,aparÃªncia,C1,,,,The concept of scientific apparency is often overshadowed by the sensationalism of media headlines.,A aparente ciência muitas vezes é escondida sob o sensationalismo das notícias de grande impacto.,
5409,approximated,,aproximado,C1,verb,,,The pilot had to estimate fuel consumption rather than exactly know it because they hadn't approximated it during the last flight.,"O piloto precisou estimar o consumo de combustível, pois não sabiam exatamente quanto havia utilizado durante o último voo.",
5410,anatine,,anatina,C1,,,,The new medication contained a toxic compound called anatine that required special handling procedures.,A nova medicação continha um composto tóxico chamado anatina que exigia procedimentos de manuseio especializados.,
5411,antiquarianism,,AntiquÃ¡rio,C1,,,,The antiquarianism of the collector led him to spend years tracking down rare books and manuscripts from the 18th century.,O antiquarianismo do colecionador o levou a passar anos em busca de livros rares e manuscritos do século XVIII.,
5412,antitheses,,AntÃ­tese,C1,noun,,,"The politician's speech was met with both praise and criticism, which some argued were antitheses of each other in terms of their underlying message.","A fala do político foi recebida com tanto elogios quanto críticas, e alguns argumentam que essas opiniões são antíteses entre si em termos da mensagem subjetiva.",
5413,antaeus,,Anteu,C1,,,,"During her history lesson, the teacher used an animated video about Antaeus to illustrate the concept of a mythological figure's unyielding power in ancient Greek mythology.","Durante a sua aula de história, o professor usou um vídeo animado sobre Antaeus para ilustrar o conceito de poder intransigente de uma figura mitológica na mitologia grega antiga.",
5414,anthropophobia,,antropofobia,C1,,,,"Her therapist specialized in treating patients with anthropophobia, which made her an expert on anxiety disorders.","Seu terapeuta se especializou em tratar pacientes com antropofobia, tornando-a uma especialista em distúrbios de ansiedade.",
5415,appetible,,apetitoso,C1,,,,The chef carefully selected the most appetible ingredients to create a delicious and healthy meal option for her restaurant's menu.,A chef escolheu cuidadosamente os ingredientes mais apetecíveis para criar uma opção de refeição deliciosa e saudável para o menu do seu restaurante.,
5416,apprehending,,apreendendo,C1,verb,,,The police officer was apprehending a suspect who had attempted to flee the scene of the crime.,O policial prendeu um suspeito que tentou fugir do local do crime.,
5417,anachorism,,anacorismo,C1,,,,The scholar's critique of anachorism in modern literature is a topic of ongoing debate among academics.,A crítica do acadêmico à anacronismo na literatura moderna é um tópico de debate contínuo entre os acadêmicos.,
5418,antinomies,,antinomias,C1,noun,,,The psychologist's study on social norms highlighted the concept of antinomies between individual values and collective expectations in modern society.,A análise do psicólogo sobre as normas sociais destacou a ideia de antinomias entre valores individuais e expectativas coletivas na sociedade moderna.,
5420,answerless,,sem resposta,C1,,,,"The politician's response to the voter's question was answerless, leaving everyone wondering what really went into the decision-making process.","A resposta do político à pergunta do eleitor foi inexpressiva, deixando todos intrigados sobre o que realmente motivou o processo de tomada de decisões.",
5421,angelina,,Angelina.,C1,,,,"Angelina walked into the café and ordered a cup of coffee, trying to avoid eye contact with her ex-boyfriend.","Angelina entrou no café e pediu um copo de café, tentando evitar contato visual com seu ex-namorado.",
5422,annotations,,anotaÃ§Ãµes,C2,noun,,,The data analyst spent hours reviewing and updating the research team's annotations to improve the accuracy of their findings.,O analista de dados passou horas revisando e atualizando as anotações do time de pesquisa para melhorar a precisão das suas descobertas.,
5423,approvance,,aprovaÃ§Ã£o,C2,,,,"I couldn't find any information on the word ""approvance"" in English language dictionaries or resources. It's possible that it's a misspelling or a non-standard term. If you could provide more context or clarify where you encountered this word, I may be able to help further.","Não consegui encontrar informações sobre a palavra ""approvance"" em dicionários ou recursos da língua inglesa; é possível que seja uma variação de erro ou termo não padrão.",
5424,analogousness,,analogidade,C2,,,,The sociologist's work on social inequality and power dynamics is an important study of analogousness between different cultural contexts.,O trabalho do sociólogo sobre desigualdade social e dinâmicas de poder é uma importante análise da analogia entre diferentes contextos culturais.,
5471,antipodes,,antÃ­podas,A1,noun,,,Australia and England are antipodes,Austrália e Inglaterra são antipodias.,
5477,announcer,,Locutor,A1,noun,,,The TV announcer spoke clearly into the microphone during the sports event.,O comentarista de TV falou claramente no microfone durante o evento esportivo.,
5478,anabaptist,,Anabatista,A1,noun,,,The local church was founded by a Christian Anabaptist who believed in baptism as a symbol of faith.,A igreja local foi fundada por um cristão anabaptista que acreditava no batismo como símbolo da fé.,
5479,anaemic,,anÃªmico,A1,noun,,,The baby became anaemic because she didn't drink enough milk.,O bebê se tornou anêmica porque não bebeu o suficiente leite.,
5480,anatomize,,anatomizar,A1,verb,,,"To become a doctor, you need to learn how to anatomize the human body and understand its different systems.","Para se tornar um médico, é necessário aprender a anatomizar o corpo humano e entender seus diferentes sistemas.",
5481,anisette,,Anisete,A1,noun,,,She liked drinking anisette after dinner to relax at home.,Ela gostava de beber anisete depois do jantar para relaxar em casa.,
5485,anglicism,,anglicismo,A1,noun,,,"The French-speaking family was worried that their children would adopt too many American English words, creating anglicism in Portuguese.","A família falante de francês estava preocupada com a possibilidade de seus filhos adotar muitas palavras em inglês americanas, criando anglicismo no português.",
5486,antivenin,,Soro antiofÃ­dico,A1,noun,,,"como cobras e aranhas.""","Como as cobra e a aranha.""",
5487,analogical,,Analogico,A1,adjective,,,The scientist used analogical methods to explain complex concepts to her younger brother.,O cientista usou métodos análogos para explicar conceitos complexos ao seu irmão mais novo.,
5488,antenuptial,,antenupcial,A1,adjective,,,The wedding invitation stated that the couple's antenuptial gifts to charity would be greatly appreciated by their loved ones.,Os presentes antenupciais que a couple fazia para a caridade seriam muito apreciados pelos seus entes queridos.,
5489,anuresis,,anurese,A1,,,,The doctor explained that anuresis was a rare condition affecting some people's bladder control during the night.,O médico explicou que anuresis é uma condição rara que afeta o controle do blátero de algumas pessoas durante a noite.,
5490,anu,,Mu.,A1,,,,"I couldn't find any information on a word that exactly matches ""anu"".","Não consegui encontrar informações sobre uma palavra que corresponda exatamente a ""anu"".",
5491,ancestress,,Antepassado,A1,noun,,,"She is very proud to be a direct descendant of her ancestress, who won a medal in the war.","Ela está muito orgulhosa de ser uma descendente direta de sua bisavó, que ganhou um medalha na guerra.",
5493,ankylose,,anquilose,A1,verb,,,The doctor said that ankylose is a possible complication of arthritis if left untreated for too long.,O médico disse que ankylose é uma possível complicação da artrite se não for tratada por muito tempo.,
5494,anaclitic,,anaclÃ­tico,A1,adjective,,,"fome).""",Estou morrendo de fome.,
5496,angrily,,irritada.,A1,adverb,,,She spoke to him angrily when he didn't do his part of the household chores.,Ela fala com ele de maneira irritada quando ele não faz sua parte dos afazeres da casa.,
5498,animatism,,(animatismo).,A1,noun,,,The museum curator explained that the animatism used to bring the ancient robot to life was a fascinating example of modern technology.,O curador do museu explicou que o animismo utilizado para trazer o robot antigo à vida era um exemplo fascinante da tecnologia moderna.,
5499,annulate,,anular,A1,noun,,,The doctor warned that smoking can annulate the effects of certain medications over time.,O médico avisou que fumar pode anular os efeitos de certas medicamentos ao longo do tempo.,
5500,anaxagoras,,AnaxÃ¡goras de ClazÃ´menas,A1,,,,,,
5501,analysand,,PsicanÃ¡lise,A1,noun,,,The psychologist was a close analysand of his own childhood experiences.,O psicólogo era uma análise próxima de suas experiências de infância.,
5502,animalize,,animalizar,A1,verb,,,The artist wanted to animalize her drawings so that they would seem more real.,Ela quer que seus desenhos parecessem mais reais animando-os.,
5503,androgenic,,AndrÃ³geno,A1,adjective,,,The new medicine is designed to block androgenic effects on hair growth.,A nova medicina é projetada para bloquear os efeitos andrógenos na crescimento do cabelo.,
5505,anointing,,unÃ§Ã£o,A1,verb,,,The priest will perform anointing on the sick person to show God's love and care.,O padre irá ungir o doente para mostrar o amor e a carinho de Deus.,
5507,animist,,Animismo,A1,noun,,,The documentary featured a young indigenous woman who was an animist and believed that nature held spiritual power.,Uma mulher jovem indígena que era animista e acreditava que a natureza tinha poder espiritual.,
5510,antiaircraft,,defesa antiaÃ©rea,A1,noun,,,"During the fireworks display on New Year's Eve, people held their antiaircraft guns to protect the city from stray rockets.","Durante a apresentação de fogos de artifício no Ano Novo, as pessoas seguravam suas canhões antiaéreos para proteger a cidade contra foguetes errantes.",
5511,antlered,,chifre,A1,verb,,,The majestic deer was antlered and proudly displayed its impressive rack on a sunny forest meadow.,A velha cabra-vena era cornuda e orgulhosamente exibia seu impressionante rabo de cervo em uma pradaria florestal solejada.,
5512,anaglyphic,,anaglÃ­fico,A2,adjective,,,The comic book illustrations used anaglyphic colors to create a 3D effect on the page.,As ilustrações do livro de quadrinhos usaram cores anaglíficas para criar um efeito em 3D na página.,
5513,analyzable,,analisÃ¡vel,A2,adjective,,,The company's financial reports are considered analyzable to understand their recent business performance.,Os relatórios financeiros da empresa são considerados analisáveis para entender seu desempenho recente no setor.,
5514,anisometric,,anisomÃ©trico,A2,adjective,,,The architect studied anisometric drawings of buildings to understand how to design more efficient spaces.,O arquiteto estudou desenhos anisométricos de edifícios para entender como projetar espaços mais eficientes.,
5515,apparentness,,aparenteidade,A2,noun,,,The scientist studied the apparentness of the strange object and couldn't explain its origin.,O cientista estudou a aparente natureza do objeto estranho e não conseguiu explicar sua origem.,
5516,analogist,,analogista,A2,noun,,,The art historian was an expert analogist who explained complex paintings to visitors at a museum.,O historiador de arte era um analista analogista que explicava pinturas complexas aos visitantes em um museu.,
5517,anchoress,,Ã¢ncora,A2,noun,,,The local church was home to a 16th-century anchoress who spent her life in prayer and solitude within its walls.,A igreja local era lar de uma anágora do século XVI que passou toda a sua vida em oração e solidão dentro de suas paredes.,
5518,animistic,,Animismo,A2,adjective,,,The artist's use of natural materials gave her sculptures an animistic quality that connected them to nature.,O uso de materiais naturais pelo artista deu aos seus esculturas uma qualidade animística que os conectava à natureza.,
5520,annalistic,,analÃ­stico,A2,adjective,,,The historian specialized in annalistic details of ancient civilizations.,O historiador se especializou em detalhes anualistas de civilizações antigas.,
5521,appreciatively,,apreciativamente,A2,adverb,,,My mother always thanked me appreciatively when I brought her flowers from the garden.,Minha mãe sempre me agradecia quando trazia-lhe flores do jardim para mim.,
5522,approachability,,Receptivo/AcessÃ­vel,A2,noun,,,The company's website has improved its approachability to make it easier for people of all ages to learn new skills online.,A website da empresa tornou-se mais acessível para que pessoas de todas as idades possam aprender novas habilidades online.,
5523,analogously,,analogamente,A2,adverb,,,"When comparing old and new buildings, you can analyze them similarly and design the future one analogously.","Quando comparamos prédios velhos e novos, podemos analisá-los de maneira semelhante e projetar o futuro um de forma análoga.",
5524,androgenous,,androgÃªnica,A2,adjective,,,Some people question the androgenous features of certain dolls designed to look like real children.,Alguns pessoas duvidam das características andróginas de certas brinquedos projetados para parecerem crianças reais.,
5525,anisogamous,,anisogÃ¢mico,A2,adjective,,,The biologist studied the anisogamous reproduction of a type of insect to understand its unique life cycle.,O biólogo estudou a reprodução anisogâmica de uma espécie de inseto para entender seu ciclo de vida único.,
5527,antagonistically,,antagonisticamente,A2,adverb,,,The soccer coach tried to persuade his star player to join the team antagonistically by criticizing their previous performance.,O treinador de futebol tentou convencer seu jogador estrela a se juntar à equipe criticando seu desempenho anterior.,
5528,anaclisis,,anaclise,A2,,,,The psychologist studied the effects of anaclisis on people's behavior when dealing with traumatic events.,O psicólogo estudou os efeitos do anaclisis sobre o comportamento das pessoas ao lidar com eventos traumáticos.,
5529,anarch,,Anarquista,A2,noun,,,The book about revolution and social change uses the term anarch to describe its anti-authoritarian ideas.,O livro sobre revolução e mudança social usa o termo anarcoide para descrever suas ideias anti autoritárias.,
5530,antediluvial,,antediluviano,A2,adjective,,,"The old church had antediluvial features, like a small ark-like tower that reminded people of their ancestors' strong faith.","A igreja antiga tinha características pré-flúvias, como uma torre reta de tamanho médio que lembrava a força da fé dos seus antepassados.",
5531,appendices,,apÃªndices,A2,noun,,,The university guidebook explains the contents and appendices of each department on their website.,O guia da universidade explica os conteúdos e anexos de cada faculdade em seu site.,
5532,appraisement,,avaliaÃ§Ã£o,A2,noun,,,The business of valuing and selling houses requires a thorough appraisement to determine their fair market price.,O negócio de avaliar e vender casas exige uma avaliação detalhada para determinar o preço de mercado justo.,
5533,anathematization,,anatematizaÃ§Ã£o,A2,noun,,,The politician was criticized for her part in anathematization of certain religious groups during her campaign.,A política foi criticada por seu papel na anatexia de certos grupos religiosos durante sua campanha.,
5534,anecdotage,,anedÃ³tico,A2,noun,,,The doctor's anecdotage about his time working in Africa was interesting to listen to during the break.,A história do médico sobre seu tempo trabalhando na África era interessante ouvir durante a pausa.,
5536,ankus,,tornozelo,A2,noun,,,The doctor examined my ankus to check if I broke it while playing soccer.,O médico examinou meu ankus para verificar se eu o quebrou enquanto jogava futebol.,
5538,anthropo,,antropo,A2,,,,,,
5539,anthropography,,antropografia,A2,,,,"I couldn't find any natural English example sentences that use the word ""anthropography"" exactly.","Não encontrei nenhuma sentença de inglês natural que use a palavra exatamente como ""antropografia"".",
5540,antisubmarine,,antissubmarino,A2,,,,The navy used an antisubmarine boat to protect its ships from enemy submarines.,A marinha usou uma embarcação de combate contra submarinos para proteger seus navios de submarinos inimigos.,
5541,anaclastic,,anaclÃ¡stico,A2,adjective,,,The doctor explained that my anxiety was anaclastic and needed professional help to manage.,O médico explicou que minha ansiedade era anaclástica e precisava de ajuda profissional para ser gerenciada.,
5543,anaphoric,,anafÃ³rico,A2,adjective,,,"""The word """"it"""" in the sentence """"The cat is hungry",O animal é fome.,
5544,answers,,respostas,A2,noun,,,The teacher gave us some answers to the math test that we had missed at school yesterday.,O professor nos deu algumas respostas ao teste de matemática que faltamos na escola ontem.,
5547,ananthous,,ananto,A2,adjective,,,"I couldn't find any evidence of the word ""ananthous"" being a valid English word. It's possible that it's a misspelling or an error.","Não consegui encontrar evidências de que a palavra ""ananthous"" seja uma palavra válida em inglês; pode ser uma grafia incorreta ou um erro.",
5548,ancestors,,antepassados,A2,noun,,,at any distance of time,Em qualquer ponto do tempo.,
5549,androphore,,andrÃ³foro,A2,,,,The psychologist studied the androphore in this family to understand their relationships better.,O psicólogo estudou a androforia nesta família para entender melhor suas relações.,
5550,anomalistically,,anomalisticamente,A2,adverb,,,The weather patterns at our seaside town vary anomalistically from year to year.,O padrão climático da nossa cidade costeira varia de ano em ano.,
5554,antonius,,Antoine,A2,,,,"O historiador estudou vários personagens da República Romana, incluindo o famoso general Antonius.","O historiador estudou vários personagens da República Romana, incluindo o famoso general Marco Antônio.",
5556,angerly,,irritado,A2,adverb,,,The mother scolded her child angerly after she broke a vase at home.,A mãe amargou seu filho por ter quebrado um vaso em casa.,
5557,animally,,animalmente,A2,adverb,,,She plays with her dog animally outside all day.,Ela brinca com seu cão fora de casa todo dia.,
5558,antiblack,,anti-negro,A2,,,,"I couldn't find any evidence of the word ""antiblack"" being used in natural English language. It's possible that it's a made-up or non-standard term.","Não encontrei evidências de que a palavra ""antiblack"" seja usada em inglês natural; pode ser uma palavra inventada ou não padrão.",
5559,antonomasy,,antonomasia,A2,,,,The writer studied the use of antonomasy in Shakespeare's plays to understand his unique way of describing people and things.,O escritor estudou a antonomasia no teatro de Shakespeare para entender sua maneira única de descrever pessoas e coisas.,
5560,anaptotic,,anaptÃ³tico,A2,adjective,,,The anaptotic cells in some plants are able to survive underwater.,As células anapóticas em algumas plantas podem sobreviver à água.,
5562,anencephalous,,anencÃ©falo,A2,adjective,,,The anencephalous child's future medical care was discussed by doctors at the conference.,O futuro de cuidados médicos do criança anencefálica foi discutido pelos médicos na conferência.,
5563,answerably,,responsavelmente,A2,adverb,,,She taught her students answerably about their grades so they could understand why some of them failed.,"Ela ensinou seus alunos sobre suas notas de forma responsável, para que eles entendessem por quê algumas delas falharam.",
5564,antecedaneous,,antecedente,A2,adjective,,,"The archaic word antecedaneous still appeared in some old dictionaries as a synonym for ""previous"" or ""earlier"".","A palavra arcaica antecedente ainda aparecia em alguns dicionários antigos como sinônimo de ""anterior"" ou ""antigo"".",
5565,antibromic,,antibrÃ´mico,A2,adjective,,,The scientist studied the antibromic properties of the new medicine to understand its effects on the human body.,O cientista estudou as propriedades antibromicas da nova medicina para entender seus efeitos no corpo humano.,
5566,antipathic,,antipÃ¡tico,A2,adjective,,,"She didn't get along with her antipathic brother-in-law, who always disagreed with everything she said.","Ela não se dava bem com seu cunhado antipático, que sempre discordava de tudo o que ela dizia.",
5567,apparitions,,apariÃ§Ãµes,A2,noun,,,The old mansion was said to be haunted by eerie apparitions.,A antiga mansão era dita ser assombrada por figuras assustadoras.,
5568,appealingness,,atratividade,A2,noun,,,The store owner believed that her unique interior design was increasing the overall appealingness of her boutique.,A dona do loja acreditava que sua decoração interior única estava aumentando a atração geral da sua loja de moda.,
5569,antiochian,,antioquiano,A2,adjective,,,The Antiochian Orthodox community in our city has a beautiful church that hosts many cultural events throughout the year.,A comunidade ortodoxa antioquiana da nossa cidade tem uma bela igreja que recebe muitos eventos culturais ao longo do ano.,
5570,anacoenosis,,anacoenose,A2,,,,The doctor studied an old photograph of a village and noticed an unusual case of anacoenosis.,O médico estudou uma fotografia antiga de uma vila e notou um caso raro de anacoenose.,
5571,annexment,,anexo,A2,noun,,,The local council is discussing the annexment of a new building to expand the town hall.,O conselho local está discutindo sobre a inclusão de um novo edifício para ampliar o prédio da prefeitura.,
5572,anomalist,,anomalista,A2,noun,,,The museum hired an expert anomalist to analyze the ancient artifacts and figure out why they were so well-preserved.,O museu contratou um especialista em anomalistas para analisar as antigas peças e descobrir por que elas estavam tão bem preservadas.,
5573,anserous,,anseroso,A2,adjective,,,The artist added anserous colors to the painting to give it a unique and emotional feel.,O artista adicionou tons claros ao quadro para dar-lhe um caráter único e emocional.,
5574,antagonisms,,Antagonismos.,A2,noun,,,The politician's opposition to the new tax plan created antagonisms between him and his supporters.,A oposição do político ao plano de imposto novo criou tensões entre ele e seus partidários.,
5575,antiabortion,,antiaborto,A2,adjective,,,The local clinic has a strong antiabortion stance and refuses to perform any abortion procedures.,O clínica local tem uma postura forte contra abortos e não faz nenhum procedimento de aborto.,
5576,antiquities,,antiguidades,A2,noun,,,The museum's collection includes a variety of antiquities from ancient civilizations around the world.,A coleção do museu inclui uma variedade de antiguidades de civilizações antiguas em todo o mundo.,
5580,angelolatry,,angelolatria,A2,,,,The professor was criticized by her students for promoting angelolatry in her history class.,O professor foi criticado pelos seus alunos por promover a angelolatrisse na sua aula de história.,
5581,antagony,,antagonia,B1,,,,She felt a deep sense of antagony when she had to choose between her two favorite hobbies.,Ela sentiu uma forte sensação de discordância quando precisava escolher entre seus dois hobbies favoritos.,
5582,anthophobia,,antofobia,B1,,,,Dr. Smith is studying anthophobia as a possible cause of her recurring panic attacks when encountering insects in nature.,O Dr. Smith está estudando antofobia como uma possível causa de seus ataques de pânico recorrentes ao encontrar insetos na natureza.,
5583,antichronism,,anticronismo,B1,noun,,,The historian's comment on the outdated fashion sense of a famous historical figure was seen as an example of antichronism by her colleagues.,A opinião do historiador sobre o senso de moda desatualizado de uma figura histórica famosa foi vista como um exemplo de antichronismo por seus colegas.,
5585,appetizingness,,apetitosidade,B1,noun,,,The chef's exceptional ability to balance flavors and textures added a unique appetizingness to the restaurant's new menu.,A habilidade excepcional do chef em equilibrar sabores e texturas adicionou um toque único de apetite ao novo menu do restaurante.,
5586,approximal,,aproximado,B1,adjective,,,The dentist used an approximal instrument to reach the teeth in the back of her mouth.,O dentista usou uma ferramenta aproximativa para alcançar os dentes na parte da boca traseira dela.,
5587,anacamptics,,anacampticos,B1,,,,Some scientists who study parasites consider anacamptics to be a viable method for controlling infestations in wildlife populations.,Alguns cientistas que estudam parasitas consideram os anacamptics como um método viável para controlar infestações em populações selvagens.,
5602,antagonised,,antagonizado,B1,verb,,,The company's decision to downsize led to many employees feeling antagonised by their management.,A decisão da empresa de reduzir o tamanho levou muitos funcionários a sentir-se antagonizados por sua gestão.,
5603,antechambers,,ANTE-CÃ‚MARAS,B1,noun,,,The royal family's antechambers were open to the public for the first time in decades.,As antecâmeras da família real ficaram acessíveis ao público pela primeira vez em décadas.,
5604,anthroponomy,,antroponomia,B1,,,,The concept of anthroponomy is what inspires the names chosen by cities in Brazil to reflect their mythological origins.,O conceito de antropomorfismo é o que inspira os nomes escolhidos pelas cidades no Brasil para refletir suas origens mitológicas.,
5605,appension,,apenaÃ§Ã£o,B1,noun,,,The waiting room was filled with a sense of appension as they all waited to hear about the school closures.,O salão de espera estava cheio de ansiedade enquanto todos esperavam ouvir sobre os fechamentos das escolas.,
5606,appraisers,,avaliadores,B1,noun,,,The interior designers hired a team of professional appraisers to determine the value of the antique furniture pieces they were selling at auction.,Os interior designers contrataram uma equipe de avaliadores profissionais para determinar o valor das peças de móveis antigos que estavam sendo vendidas em leilão.,
5607,appreciant,,apreciador,B1,,,,The art museum's new patron is a dedicated appreciant of contemporary sculpture.,O novo patrocinador do museu de arte é um dedicado apreciador da escultura contemporânea.,
5608,appreciatingly,,apreciadoramente,B1,adverb,,,She carefully examined her new home appreciatingly to find all its hidden details.,Ela examinou cuidadosamente sua nova casa apreciando todos os detalhes ocultos que ela encontrou.,
5609,anthropologic,,AntropolÃ³gico,B1,adjective,,,The anthropologic study of human evolution helped us understand how our species developed over time.,Estudos antropológicos sobre evolução humana nos ajudaram a entender como nossa espécie evoluiu ao longo do tempo.,
5610,anthroposociology,,antropossociologia,B1,,,,The university's department of social sciences included a course on anthroposociology to explore how culture shapes our societies.,O departamento de ciências sociais da universidade incluiu um curso de antropossociologia para explorar como a cultura forma nossas sociedades.,
5611,antitropous,,antitrÃ³pico,B1,adjective,,,The artist's use of antitropous composition created a sense of balance and harmony in her latest sculpture.,A utilização da composição antitrópica criou um senso de equilíbrio e harmonia em sua última escultura.,
